Date,Description,Amount,PaymentMethod,Category
2021-05-10,Grocery,720.9,UPI,Food & Dining
2022-05-08,Parking,1278.33,Card,Transportation
2020-02-08,Book Purchase,1581.06,UPI,Entertainment
2023-10-27,Lunch,1657.57,Transfer,Food & Dining
2020-10-01,Movie,388.3,Cash,Entertainment
2020-04-05,Parking,1567.9,Transfer,Transportation
2020-04-25,Online Shopping,1331.54,Transfer,Shopping
2024-11-10,Tuition Fee,991.41,UPI,Education
2019-11-06,Dinner,842.49,Cash,Food & Dining
2021-09-03,Tuition Fee,1969.35,UPI,Education
2021-11-12,Hotel,57.06,Cash,Shopping
2019-08-01,Flight Ticket,804.12,Card,Transportation
2020-01-09,Subscription,610.55,Transfer,Entertainment
2019-12-17,Gym Membership,1454.24,Card,Education
2021-11-08,Lunch,1735.53,Cash,Food & Dining
2019-03-26,Bus,575.93,Cash,Transportation
2020-06-03,Hotel,12398.94,Cash,Shopping
2020-04-28,Lunch,1144.07,UPI,Food & Dining
2021-01-05,Fuel,1422.34,Cash,Transportation
2021-06-28,Coffee,827.19,Card,Food & Dining
2021-03-14,Grocery,631.48,UPI,Food & Dining
2022-12-11,Course Purchase,1108.74,Cash,Education
2023-04-23,Online Shopping,264.48,Card,Shopping
2022-06-27,Course Purchase,372.05,Transfer,Education
2020-04-22,Online Shopping,1240.42,Transfer,Shopping
2024-09-16,Movie,1275.89,Cash,Entertainment
2024-06-04,Dinner,939.85,Transfer,Food & Dining
2024-11-30,Course Purchase,1734.79,Cash,Education
2024-12-04,Tuition Fee,190.06,Cash,Education
2024-11-24,Movie,1286.57,UPI,Entertainment
2023-09-11,Gym Membership,782.8,UPI,Health & Medical
2021-05-20,Lunch,997.84,Card,Food & Dining
2019-05-07,Book Purchase,1870.12,Cash,Entertainment
2020-05-06,Flight Ticket,4075.92,UPI,Transportation
2019-06-09,Bus,372.42,Cash,Transportation
2024-09-20,Pharmacy,1749.33,UPI,Health & Medical
2023-10-03,Electricity Bill,2686.0,Card,Utilities
2020-11-13,Insurance,10932.58,Cash,Health & Medical
2023-07-22,Subscription,46.59,Card,Entertainment
2019-11-19,Lunch,259.52,Cash,Food & Dining
2021-12-19,Bus,1121.82,Transfer,Transportation
2023-04-24,Grocery,1425.35,Card,Food & Dining
2021-09-24,Grocery,1973.77,UPI,Food & Dining
2020-09-27,Fuel,945.05,Card,Transportation
2024-12-23,Tuition Fee,1375.09,UPI,Education
2019-10-08,Book Purchase,1204.97,Cash,Entertainment
2020-10-06,Parking,1189.51,Cash,Transportation
2022-07-17,Taxi,1597.02,Card,Transportation
2020-03-31,Movie,266.38,Transfer,Entertainment
2021-05-20,Electricity Bill,1983.94,UPI,Utilities
2019-03-10,Movie,1363.55,Cash,Entertainment
2022-07-02,Electricity Bill,1386.27,UPI,Utilities
2022-06-15,Taxi,835.7,Cash,Transportation
2020-04-27,Flight Ticket,496.04,Transfer,Transportation
2021-01-03,Online Shopping,449.08,Cash,Shopping
2024-02-16,Course Purchase,547.46,Card,Education
2020-03-11,Bus,637.43,Transfer,Transportation
2019-03-05,Internet Bill,2221.29,Transfer,Utilities
2022-10-13,Book Purchase,983.78,Card,Entertainment
2023-11-29,Movie,262.07,Cash,Entertainment
2024-04-26,Fuel,1174.82,Cash,Transportation
2022-07-14,Grocery,1974.98,Card,Food & Dining
2021-03-21,Pharmacy,178.58,Transfer,Health & Medical
2022-01-18,Gym Membership,1016.05,Cash,Education
2022-11-27,Course Purchase,7615.68,Transfer,Education
2021-02-10,Online Shopping,1933.22,Card,Shopping
2024-06-17,Subscription,667.59,Card,Entertainment
2024-02-22,Dinner,46.63,Transfer,Food & Dining
2019-10-01,Coffee,353.93,Card,Food & Dining
2020-01-20,Parking,888.55,Transfer,Transportation
2021-03-05,Parking,1620.52,Card,Transportation
2021-05-16,Coffee,40.54,Transfer,Food & Dining
2019-06-22,Tuition Fee,784.98,Cash,Education
2022-09-01,Internet Bill,869.67,Card,Utilities
2023-08-17,Lunch,139.11,Transfer,Food & Dining
2019-08-30,Dinner,6570.88,Cash,Food & Dining
2021-12-18,Coffee,1975.26,Cash,Food & Dining
2020-01-21,Pharmacy,24.99,UPI,Health & Medical
2019-12-26,Insurance,1186.46,UPI,Transportation
2020-08-13,Internet Bill,1709.9,Card,Utilities
2021-11-30,Insurance,990.73,Card,Education
2020-03-31,Grocery,683.54,UPI,Food & Dining
2022-03-05,Restaurant,466.97,Cash,Food & Dining
2022-12-11,Grocery,179.24,UPI,Food & Dining
2024-03-12,Taxi,1846.16,UPI,Transportation
2023-12-11,Electricity Bill,1904.16,Card,Utilities
2019-11-10,Online Shopping,1323.31,Transfer,Shopping
2022-08-13,Restaurant,400.31,UPI,Food & Dining
2023-12-10,Insurance,206.11,UPI,Shopping
2023-10-30,Bus,150.67,Transfer,Transportation
2019-06-16,Course Purchase,1475.48,Cash,Education
2019-02-11,Course Purchase,1381.98,Transfer,Education
2022-08-09,Dinner,722.7,Card,Food & Dining
2021-05-09,Lunch,1621.82,UPI,Food & Dining
2019-07-25,Subscription,1029.03,Transfer,Entertainment
2023-04-22,Insurance,1396.63,Cash,Food & Dining
2019-04-28,Online Shopping,519.42,UPI,Shopping
2024-05-20,Internet Bill,1197.75,UPI,Utilities
2022-10-30,Online Shopping,45.89,Cash,Shopping
2021-04-12,Online Shopping,1652.69,Card,Shopping
2024-06-01,Book Purchase,1116.74,Cash,Entertainment
2022-07-04,Insurance,559.54,UPI,Other
2021-08-03,Flight Ticket,537.08,UPI,Transportation
2022-02-24,Parking,85.17,Cash,Transportation
2020-06-05,Course Purchase,1797.29,Transfer,Education
2019-12-22,Tuition Fee,1518.12,Transfer,Education
2021-04-29,Movie,804.89,UPI,Entertainment
2024-07-21,Electricity Bill,509.83,Card,Utilities
2023-05-21,Bus,859.91,Transfer,Transportation
2019-03-06,Pharmacy,3815.2,Transfer,Health & Medical
2019-04-21,Tuition Fee,991.35,Transfer,Education
2022-01-10,Movie,1587.12,UPI,Entertainment
2020-04-20,Subscription,972.11,Card,Entertainment
2022-04-22,Fuel,1632.2,UPI,Transportation
2019-05-22,Grocery,1716.09,Transfer,Food & Dining
2024-06-15,Internet Bill,1008.49,Card,Utilities
2024-11-09,Restaurant,1093.38,UPI,Food & Dining
2019-06-05,Restaurant,1761.48,UPI,Food & Dining
2023-06-16,Pharmacy,1970.5,UPI,Health & Medical
2020-07-29,Electricity Bill,703.25,Transfer,Utilities
2021-11-10,Coffee,4369.47,Cash,Food & Dining
2022-01-01,Electricity Bill,142.9,UPI,Utilities
2022-03-01,Flight Ticket,1541.79,UPI,Transportation
2021-07-20,Coffee,1104.09,UPI,Food & Dining
2022-04-19,Dinner,307.74,Card,Food & Dining
2021-09-13,Hotel,813.3,Card,Shopping
2022-12-01,Insurance,1314.53,Transfer,Utilities
2021-03-29,Course Purchase,1010.4,Card,Education
2020-01-21,Subscription,222.79,Card,Entertainment
2019-01-01,Coffee,1863.26,Card,Food & Dining
2022-01-03,Restaurant,856.15,Card,Food & Dining
2020-09-22,Insurance,1024.72,Transfer,Other
2019-01-10,Online Shopping,770.32,Cash,Shopping
2023-07-10,Book Purchase,501.03,UPI,Entertainment
2019-09-09,Pharmacy,1271.39,Card,Health & Medical
2021-01-21,Electricity Bill,771.06,Card,Utilities
2021-05-24,Movie,774.39,Cash,Entertainment
2019-10-02,Insurance,970.45,Transfer,Health & Medical
2020-01-28,Bus,1315.97,Card,Transportation
2021-02-26,Lunch,1631.21,UPI,Food & Dining
2024-07-14,Flight Ticket,926.31,UPI,Transportation
2023-02-14,Pharmacy,1414.75,Card,Health & Medical
2022-11-08,Subscription,1817.14,Cash,Entertainment
2023-08-11,Hotel,946.43,Transfer,Shopping
2024-09-23,Online Shopping,1683.91,Card,Shopping
2021-11-14,Flight Ticket,1624.48,Card,Transportation
2020-03-10,Taxi,1208.44,Card,Transportation
2022-05-20,Internet Bill,915.01,Card,Utilities
2022-05-20,Online Shopping,1738.1,Card,Shopping
2022-09-09,Restaurant,362.11,Transfer,Food & Dining
2024-11-20,Subscription,226.37,Transfer,Entertainment
2023-02-16,Restaurant,414.1,Cash,Food & Dining
2021-10-03,Restaurant,2127.16,UPI,Food & Dining
2023-04-19,Electricity Bill,1906.6,Transfer,Utilities
2020-10-08,Coffee,1667.62,Transfer,Food & Dining
2019-09-13,Taxi,96.28,Cash,Transportation
2020-04-19,Grocery,598.33,Cash,Food & Dining
2020-02-07,Electricity Bill,1946.03,Transfer,Utilities
2020-02-02,Course Purchase,716.33,Transfer,Education
2019-12-12,Pharmacy,1840.4,Transfer,Health & Medical
2024-05-03,Lunch,506.1,Card,Food & Dining
2022-05-19,Movie,1661.93,Transfer,Entertainment
2019-07-09,Tuition Fee,423.18,Card,Education
2021-11-06,Grocery,59.76,Transfer,Food & Dining
2021-03-22,Flight Ticket,279.06,Card,Transportation
2020-01-17,Internet Bill,436.92,Card,Utilities
2023-11-05,Movie,1316.79,UPI,Entertainment
2024-11-08,Flight Ticket,788.8,Card,Transportation
2023-05-08,Course Purchase,744.32,Card,Education
2022-06-27,Online Shopping,544.81,Transfer,Shopping
2022-04-13,Internet Bill,1061.5,Cash,Utilities
2021-08-01,Coffee,892.66,Transfer,Food & Dining
2020-08-20,Pharmacy,9838.46,Cash,Health & Medical
2021-07-02,Online Shopping,1147.85,UPI,Shopping
2019-10-09,Insurance,583.26,Card,Health & Medical
2024-02-23,Pharmacy,852.3,Card,Health & Medical
2023-05-03,Gym Membership,1729.3,UPI,Shopping
2020-08-18,Subscription,731.87,Cash,Entertainment
2024-05-30,Coffee,589.18,Transfer,Food & Dining
2022-01-19,Restaurant,11290.98,Transfer,Food & Dining
2024-07-31,Pharmacy,1494.71,UPI,Health & Medical
2020-05-13,Subscription,1305.99,Transfer,Entertainment
2019-04-06,Taxi,1067.09,UPI,Transportation
2022-07-20,Parking,1141.04,UPI,Transportation
2020-04-17,Pharmacy,4229.58,UPI,Health & Medical
2022-01-21,Restaurant,805.65,Cash,Food & Dining
2020-08-22,Lunch,293.92,Cash,Food & Dining
2021-01-08,Gym Membership,225.76,Cash,Food & Dining
2020-04-08,Pharmacy,1702.46,UPI,Health & Medical
2020-05-06,Online Shopping,1919.06,Cash,Shopping
2020-07-12,Pharmacy,882.16,Card,Health & Medical
2019-04-29,Fuel,1673.43,Transfer,Transportation
2022-08-03,Parking,500.68,Transfer,Transportation
2020-11-03,Lunch,710.83,Cash,Food & Dining
2023-03-17,Parking,913.58,Cash,Transportation
2022-10-14,Lunch,1183.49,Card,Food & Dining
2019-06-12,Bus,1512.37,Transfer,Transportation
2021-09-11,Gym Membership,890.85,Transfer,Food & Dining
2023-06-20,Fuel,569.62,Card,Transportation
2022-12-12,Dinner,685.41,Card,Food & Dining
2022-02-23,Movie,11.33,UPI,Entertainment
2019-02-05,Online Shopping,1563.06,Card,Shopping
2024-03-25,Grocery,222.35,Transfer,Food & Dining
2023-12-09,Flight Ticket,519.93,Transfer,Transportation
2024-08-05,Electricity Bill,1012.63,Cash,Utilities
2022-07-07,Taxi,1882.87,Card,Transportation
2021-09-03,Coffee,1681.65,UPI,Food & Dining
2019-10-12,Gym Membership,1688.16,Transfer,Food & Dining
2019-03-03,Gym Membership,871.65,Cash,Transportation
2021-05-02,Online Shopping,1606.07,Card,Shopping
2020-05-07,Book Purchase,782.95,Transfer,Entertainment
2021-06-18,Internet Bill,853.83,UPI,Utilities
2024-05-28,Movie,1089.02,UPI,Entertainment
2020-10-02,Coffee,798.32,Transfer,Food & Dining
2022-03-29,Parking,1748.57,Transfer,Transportation
2023-03-26,Fuel,1267.35,UPI,Transportation
2023-10-14,Lunch,672.49,Card,Food & Dining
2023-05-08,Lunch,3428.77,Card,Food & Dining
2020-05-08,Gym Membership,1381.62,Cash,Education
2024-03-12,Lunch,1969.33,Cash,Food & Dining
2020-07-10,Taxi,1207.62,Transfer,Transportation
2022-05-17,Dinner,1795.9,Cash,Food & Dining
2024-10-30,Grocery,1472.67,Cash,Food & Dining
2022-12-19,Insurance,2559.67,Cash,Other
2024-03-16,Pharmacy,1132.84,UPI,Health & Medical
2021-03-13,Online Shopping,10974.66,UPI,Shopping
2022-12-10,Movie,173.33,UPI,Entertainment
2024-11-06,Pharmacy,1101.03,Cash,Health & Medical
2024-04-29,Course Purchase,1988.67,Transfer,Education
2023-03-11,Movie,1471.89,Cash,Entertainment
2024-01-18,Flight Ticket,1515.41,UPI,Transportation
2020-07-26,Flight Ticket,1906.95,Card,Transportation
2024-09-21,Fuel,1453.72,Transfer,Transportation
2024-08-25,Pharmacy,874.85,Cash,Health & Medical
2020-01-04,Grocery,1689.83,Card,Food & Dining
2023-11-29,Internet Bill,588.74,Transfer,Utilities
2023-04-22,Parking,512.2,Cash,Transportation
2024-07-29,Book Purchase,1874.87,Cash,Entertainment
2024-11-30,Restaurant,729.81,Card,Food & Dining
2019-07-25,Electricity Bill,1785.42,UPI,Utilities
2019-01-12,Online Shopping,481.6,Cash,Shopping
2019-12-15,Insurance,248.69,Cash,Utilities
2019-09-02,Online Shopping,1697.0,Transfer,Shopping
2022-06-16,Internet Bill,1473.63,Card,Utilities
2023-09-29,Grocery,1620.95,Card,Food & Dining
2019-05-27,Flight Ticket,594.85,UPI,Transportation
2019-11-11,Pharmacy,791.66,UPI,Health & Medical
2024-01-27,Course Purchase,1291.84,Card,Education
2023-02-01,Insurance,693.42,UPI,Health & Medical
2024-07-25,Restaurant,1899.6,Transfer,Food & Dining
2022-02-18,Online Shopping,1475.95,Transfer,Shopping
2022-10-31,Lunch,1032.86,Cash,Food & Dining
2024-09-20,Grocery,940.26,Transfer,Food & Dining
2020-06-05,Coffee,964.6,Transfer,Food & Dining
2022-05-19,Electricity Bill,1830.38,Cash,Utilities
2019-07-10,Restaurant,1254.06,Transfer,Food & Dining
2019-06-27,Taxi,1205.87,Card,Transportation
2019-06-19,Dinner,1048.79,Card,Food & Dining
2023-07-28,Internet Bill,940.42,Card,Utilities
2019-11-26,Gym Membership,666.28,Card,Entertainment
2020-07-31,Lunch,9784.72,UPI,Food & Dining
2020-10-31,Fuel,1161.38,UPI,Transportation
2022-04-04,Parking,1565.64,Card,Transportation
2021-04-16,Book Purchase,1401.02,Transfer,Entertainment
2021-11-15,Insurance,1110.34,Card,Education
2023-11-08,Course Purchase,162.69,UPI,Education
2022-08-15,Flight Ticket,1289.54,Card,Transportation
2021-07-11,Course Purchase,964.99,Cash,Education
2020-07-04,Internet Bill,1108.98,Cash,Utilities
2019-08-24,Tuition Fee,1143.85,UPI,Education
2024-12-07,Online Shopping,1060.24,Cash,Shopping
2021-02-10,Subscription,537.35,UPI,Entertainment
2022-12-30,Bus,219.53,UPI,Transportation
2019-02-19,Internet Bill,1806.4,Transfer,Utilities
2021-02-06,Grocery,1625.44,Card,Food & Dining
2019-07-27,Movie,551.86,Transfer,Entertainment
2021-05-03,Fuel,1906.26,Card,Transportation
2023-02-20,Coffee,478.71,UPI,Food & Dining
2022-07-15,Subscription,1498.44,Transfer,Entertainment
2020-11-26,Lunch,842.52,Card,Food & Dining
2024-09-20,Internet Bill,1390.67,Transfer,Utilities
2023-07-08,Internet Bill,1956.85,UPI,Utilities
2021-07-24,Insurance,1347.05,Card,Entertainment
2021-10-30,Electricity Bill,10384.01,Transfer,Utilities
2024-04-12,Dinner,1515.93,Card,Food & Dining
2022-01-23,Online Shopping,128.08,UPI,Shopping
2022-07-02,Lunch,1361.17,Cash,Food & Dining
2024-02-20,Lunch,732.55,Card,Food & Dining
2023-06-19,Flight Ticket,284.64,Card,Transportation
2022-12-17,Bus,1782.77,Card,Transportation
2020-06-16,Restaurant,264.27,UPI,Food & Dining
2023-05-02,Pharmacy,786.97,Transfer,Health & Medical
2019-07-03,Tuition Fee,686.76,Card,Education
2021-06-25,Online Shopping,1567.84,Cash,Shopping
2024-07-01,Subscription,128.95,Transfer,Entertainment
2019-10-20,Fuel,1142.17,Cash,Transportation
2022-12-15,Fuel,636.67,Cash,Transportation
2019-05-23,Bus,1106.6,Card,Transportation
2021-07-22,Dinner,1214.15,Transfer,Food & Dining
2022-06-27,Electricity Bill,1018.26,Cash,Utilities
2021-06-08,Coffee,1457.57,Cash,Food & Dining
2019-06-26,Pharmacy,1402.95,Card,Health & Medical
2024-03-07,Electricity Bill,372.11,Card,Utilities
2023-03-09,Internet Bill,895.49,Transfer,Utilities
2024-04-04,Hotel,145.02,Cash,Shopping
2020-03-28,Bus,518.68,Transfer,Transportation
2024-10-27,Hotel,748.6,Cash,Shopping
2020-09-09,Parking,502.0,Transfer,Transportation
2019-12-07,Online Shopping,678.65,Card,Shopping
2020-11-08,Online Shopping,1929.52,Transfer,Shopping
2022-01-11,Electricity Bill,12227.56,Cash,Utilities
2023-05-12,Taxi,1083.51,Card,Transportation
2020-08-08,Gym Membership,153.45,Card,Shopping
2022-04-14,Internet Bill,1561.39,UPI,Utilities
2022-04-01,Online Shopping,546.11,Cash,Shopping
2022-06-04,Taxi,971.69,Cash,Transportation
2023-01-01,Fuel,2774.76,UPI,Transportation
2021-08-06,Grocery,1460.94,UPI,Food & Dining
2022-12-16,Course Purchase,1810.69,Transfer,Education
2023-12-30,Book Purchase,176.01,Card,Entertainment
2020-02-17,Flight Ticket,1622.4,Transfer,Transportation
2024-05-07,Dinner,844.67,Transfer,Food & Dining
2024-09-16,Subscription,180.74,Cash,Entertainment
2023-11-20,Gym Membership,1751.63,Cash,Health & Medical
2024-03-06,Movie,773.67,UPI,Entertainment
2020-05-13,Bus,2197.88,UPI,Transportation
2023-03-19,Movie,7338.82,Transfer,Entertainment
2020-02-16,Fuel,1075.55,Cash,Transportation
2024-01-24,Grocery,13443.89,UPI,Food & Dining
2020-12-31,Online Shopping,996.31,Cash,Shopping
2021-11-18,Grocery,524.66,Cash,Food & Dining
2023-10-03,Tuition Fee,1613.84,Transfer,Education
2021-01-06,Fuel,23.48,UPI,Transportation
2019-04-22,Course Purchase,49.94,UPI,Education
2024-02-09,Hotel,19.92,Transfer,Shopping
2022-08-13,Insurance,621.9,Card,Entertainment
2024-08-16,Course Purchase,359.67,Card,Education
2022-04-30,Lunch,975.54,Cash,Food & Dining
2023-05-03,Insurance,106.03,Cash,Health & Medical
2024-08-19,Tuition Fee,1403.23,Card,Education
2020-07-29,Restaurant,131.88,Transfer,Food & Dining
2019-03-05,Tuition Fee,238.01,Transfer,Education
2024-09-22,Lunch,177.79,Card,Food & Dining
2020-05-29,Restaurant,706.42,UPI,Food & Dining
2019-01-26,Gym Membership,1845.63,Card,Food & Dining
2020-04-26,Restaurant,1534.13,Card,Food & Dining
2020-08-20,Internet Bill,1292.07,UPI,Utilities
2023-01-19,Insurance,268.55,UPI,Transportation
2023-05-20,Online Shopping,1554.76,UPI,Shopping
2019-04-03,Dinner,1446.48,Cash,Food & Dining
2024-09-11,Pharmacy,775.13,Card,Health & Medical
2019-04-01,Book Purchase,144.14,Card,Entertainment
2021-03-13,Course Purchase,690.53,Card,Education
2022-02-26,Taxi,1077.85,Cash,Transportation
2022-05-30,Parking,1980.9,Cash,Transportation
2024-01-18,Pharmacy,58.61,Cash,Health & Medical
2019-02-09,Subscription,4542.2,Card,Entertainment
2022-03-19,Parking,745.88,Card,Transportation
2022-05-31,Tuition Fee,1163.45,UPI,Education
2023-05-14,Insurance,601.65,Transfer,Transportation
2024-11-18,Internet Bill,165.16,Transfer,Utilities
2020-09-08,Fuel,963.9,UPI,Transportation
2024-11-27,Electricity Bill,1835.59,UPI,Utilities
2019-01-13,Movie,1146.3,Card,Entertainment
2024-09-20,Bus,1850.77,Cash,Transportation
2023-09-13,Subscription,13961.44,Transfer,Entertainment
2022-05-26,Insurance,962.65,UPI,Shopping
2019-07-01,Flight Ticket,446.06,Transfer,Transportation
2022-04-03,Subscription,1614.73,Cash,Entertainment
2023-10-28,Parking,868.48,UPI,Transportation
2020-02-14,Course Purchase,1239.77,Cash,Education
2019-09-07,Book Purchase,1965.73,UPI,Entertainment
2023-12-21,Tuition Fee,1033.89,Card,Education
2021-06-20,Grocery,1153.69,Card,Food & Dining
2022-07-18,Fuel,461.43,Card,Transportation
2023-12-28,Hotel,1741.3,Card,Shopping
2020-06-02,Movie,969.02,Card,Entertainment
2022-08-31,Tuition Fee,1156.25,Card,Education
2022-07-05,Dinner,941.7,Transfer,Food & Dining
2021-11-06,Restaurant,1637.21,Card,Food & Dining
2023-03-30,Hotel,1785.32,UPI,Shopping
2019-11-05,Flight Ticket,1114.92,Transfer,Transportation
2024-03-08,Gym Membership,1017.52,Cash,Other
2019-08-12,Electricity Bill,1922.9,Card,Utilities
2022-09-30,Parking,1730.79,UPI,Transportation
2024-12-17,Dinner,1150.73,UPI,Food & Dining
2023-07-12,Bus,900.85,Transfer,Transportation
2020-06-29,Course Purchase,1217.53,UPI,Education
2023-08-20,Bus,1536.31,Cash,Transportation
2020-08-28,Dinner,131.49,UPI,Food & Dining
2019-04-16,Hotel,566.03,UPI,Shopping
2024-01-03,Tuition Fee,1713.59,Transfer,Education
2021-05-27,Subscription,1507.34,UPI,Entertainment
2021-12-15,Gym Membership,1396.75,Card,Health & Medical
2021-02-04,Tuition Fee,1731.77,Cash,Education
2019-06-28,Online Shopping,572.36,UPI,Shopping
2020-07-19,Pharmacy,11461.29,Transfer,Health & Medical
2020-11-10,Flight Ticket,851.59,UPI,Transportation
2019-11-07,Internet Bill,137.49,Cash,Utilities
2024-03-05,Tuition Fee,183.77,Cash,Education
2024-10-05,Flight Ticket,162.55,Cash,Transportation
2024-08-03,Restaurant,691.83,Transfer,Food & Dining
2019-05-13,Insurance,1184.87,UPI,Entertainment
2024-01-23,Dinner,6544.64,UPI,Food & Dining
2022-01-02,Bus,586.12,Transfer,Transportation
2023-07-01,Course Purchase,422.53,UPI,Education
2020-06-25,Gym Membership,1792.87,Cash,Utilities
2020-09-17,Movie,1908.01,Transfer,Entertainment
2024-02-09,Dinner,9136.55,UPI,Food & Dining
2023-09-03,Book Purchase,1556.82,Card,Entertainment
2019-04-24,Tuition Fee,110.55,Cash,Education
2022-07-03,Course Purchase,1355.97,Cash,Education
2022-02-21,Insurance,283.18,Cash,Transportation
2022-07-15,Movie,304.37,Cash,Entertainment
2022-10-22,Bus,1238.59,UPI,Transportation
2019-12-18,Parking,1109.83,Card,Transportation
2021-06-11,Course Purchase,1210.47,Cash,Education
2022-02-27,Flight Ticket,689.32,Cash,Transportation
2024-11-14,Hotel,442.84,UPI,Shopping
2021-07-03,Dinner,1346.0,Cash,Food & Dining
2021-05-29,Subscription,437.91,Transfer,Entertainment
2024-01-24,Book Purchase,6677.26,UPI,Entertainment
2023-03-10,Internet Bill,158.92,Cash,Utilities
2021-11-20,Restaurant,8084.84,Card,Food & Dining
2023-10-28,Parking,1108.24,UPI,Transportation
2019-11-23,Dinner,3856.85,UPI,Food & Dining
2024-08-30,Subscription,1171.0,Transfer,Entertainment
